timestamp,strike,type,price,strategy_id,status,mode2025-07-22T12:22:09.929913,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-22T12:22:39.936697,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-22T12:23:09.939386,SENSEX_CALL_17000,BUY,101.0,DummySENSEXStrategy,PAPER_PLACED,paper
2025-07-31T11:52:24.502618,SENSEX_80700_PE,BUY_PUT,80909.42,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:52:29.683368,SENSEX_81300_CE,BUY_CALL,81064.25,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:52:39.938164,SENSEX_80700_PE,BUY_PUT,80906.6,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:52:55.873150,SENSEX_81400_CE,BUY_CALL,81167.26,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:01.082193,SENSEX_80700_PE,BUY_PUT,80861.62,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:06.401033,SENSEX_81400_CE,BUY_CALL,81160.39,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:15.823810,SENSEX_80700_PE,BUY_PUT,80945.94,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:26.345320,SENSEX_80600_PE,BUY_PUT,80807.23,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:31.557028,SENSEX_81200_CE,BUY_CALL,80970.09,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:41.962029,SENSEX_80700_PE,BUY_PUT,80942.83,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:52.644067,SENSEX_80700_PE,BUY_PUT,80851.8,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:53:57.914047,SENSEX_81200_CE,BUY_CALL,81019.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:13.648831,SENSEX_81300_CE,BUY_CALL,81117.25,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:18.830705,SENSEX_80800_PE,BUY_PUT,80982.37,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:29.409930,SENSEX_81400_CE,BUY_CALL,81166.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:34.605904,SENSEX_80800_PE,BUY_PUT,81027.78,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:44.985885,SENSEX_80600_PE,BUY_PUT,80833.81,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:50.380902,SENSEX_81300_CE,BUY_CALL,81060.73,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:54:55.512661,SENSEX_80600_PE,BUY_PUT,80817.23,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:00.654405,SENSEX_81400_CE,BUY_CALL,81165.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:05.756134,SENSEX_80700_PE,BUY_PUT,80855.92,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:10.857522,SENSEX_81300_CE,BUY_CALL,81132.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:16.081601,SENSEX_80700_PE,BUY_PUT,80941.35,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:41.822955,SENSEX_80600_PE,BUY_PUT,80813.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:55:46.941002,SENSEX_81400_CE,BUY_CALL,81180.82,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:07.794487,SENSEX_80600_PE,BUY_PUT,80817.65,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:12.885784,SENSEX_81300_CE,BUY_CALL,81063.67,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:18.229623,SENSEX_80800_PE,BUY_PUT,80967.46,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:23.482640,SENSEX_81300_CE,BUY_CALL,81084.69,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:28.743069,SENSEX_81400_CE,BUY_CALL,81179.35,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:34.000621,SENSEX_80700_PE,BUY_PUT,80946.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:39.299984,SENSEX_81400_CE,BUY_CALL,81156.68,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:45.703198,SENSEX_80700_PE,BUY_PUT,80937.04,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:56:56.099010,SENSEX_81300_CE,BUY_CALL,81116.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:01.549529,SENSEX_80800_PE,BUY_PUT,81003.63,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:06.783217,SENSEX_80700_PE,BUY_PUT,80876.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:11.983341,SENSEX_81200_CE,BUY_CALL,81000.37,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:22.529030,SENSEX_81400_CE,BUY_CALL,81188.4,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:27.748085,SENSEX_80700_PE,BUY_PUT,80892.73,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:38.197070,SENSEX_81300_CE,BUY_CALL,81078.33,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:57:43.443268,SENSEX_80700_PE,BUY_PUT,80911.44,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:04.301492,SENSEX_80600_PE,BUY_PUT,80822.95,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:09.560361,SENSEX_81300_CE,BUY_CALL,81140.57,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:14.793097,SENSEX_80800_PE,BUY_PUT,80971.3,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:20.102339,SENSEX_81300_CE,BUY_CALL,81098.65,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:25.404041,SENSEX_80700_PE,BUY_PUT,80861.28,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:35.908249,SENSEX_81200_CE,BUY_CALL,80962.76,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:58:41.119612,SENSEX_81400_CE,BUY_CALL,81157.18,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:02.235097,SENSEX_80800_PE,BUY_PUT,80977.98,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:12.667796,SENSEX_81400_CE,BUY_CALL,81172.63,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:17.856799,SENSEX_80600_PE,BUY_PUT,80800.66,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:23.052950,SENSEX_81300_CE,BUY_CALL,81098.83,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:28.279563,SENSEX_80800_PE,BUY_PUT,81000.91,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:33.587067,SENSEX_80700_PE,BUY_PUT,80893.73,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T11:59:49.159758,SENSEX_81300_CE,BUY_CALL,81096.87,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:10.144325,SENSEX_81400_CE,BUY_CALL,81166.21,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:15.336382,SENSEX_80800_PE,BUY_PUT,81043.93,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:25.658818,SENSEX_81400_CE,BUY_CALL,81192.29,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:30.768993,SENSEX_80800_PE,BUY_PUT,80964.19,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:46.269723,SENSEX_81300_CE,BUY_CALL,81070.58,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:00:56.657308,SENSEX_80800_PE,BUY_PUT,80956.7,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:01.843801,SENSEX_81400_CE,BUY_CALL,81157.16,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:22.720826,SENSEX_80800_PE,BUY_PUT,80964.32,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:28.033271,SENSEX_81400_CE,BUY_CALL,81175.76,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:33.327506,SENSEX_80800_PE,BUY_PUT,80951.89,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:38.574498,SENSEX_80700_PE,BUY_PUT,80864.51,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:43.874525,SENSEX_81400_CE,BUY_CALL,81163.31,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:54.470746,SENSEX_80700_PE,BUY_PUT,80946.76,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:01:59.617737,SENSEX_81400_CE,BUY_CALL,81155.38,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:04.739208,SENSEX_80600_PE,BUY_PUT,80823.13,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:09.830432,SENSEX_81300_CE,BUY_CALL,81139.55,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:14.940165,SENSEX_80700_PE,BUY_PUT,80852.09,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:20.067021,SENSEX_81200_CE,BUY_CALL,80982.82,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:25.355691,SENSEX_80700_PE,BUY_PUT,80885.56,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:30.617891,SENSEX_81400_CE,BUY_CALL,81191.99,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:36.377807,SENSEX_80600_PE,BUY_PUT,80843.15,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:02:41.611969,SENSEX_81300_CE,BUY_CALL,81140.74,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:03:02.047115,SENSEX_80600_PE,BUY_PUT,80814.7,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:03:07.165834,SENSEX_81200_CE,BUY_CALL,80958.83,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
2025-07-31T12:03:17.815065,SENSEX_81300_CE,BUY_CALL,81133.72,RealSENSEXStrategy,LIVE_ERROR,live,Error: 'BreezeConnector' object has no attribute 'place_order'
